OBJECTID,LABEL,ACRES,GlobalID,SHAPESTArea,SHAPESTLength
17624,N-3-2,0.50169559,{04A78A3E-79D0-44A3-A110-6EFB327F9C9D},21853.772277832,649.365116475659
17625,N-3-2,1.27971507,{A7FC926B-2672-4EFD-8240-DA64376B7F81},55744.165222168,1244.22854954614
17626,N-3-2,0.92462247,{51F86931-9DAB-41DF-80C0-297EA8A7B409},40276.3936157227,1007.19504059855
17627,N-3-2,0.64802714,{473FBBF4-10C1-42D9-BF80-0DEF0CCFC1B8},28227.9493408203,817.994693696859
17628,N-3-2,2.06787582,{430A4B39-2A81-41F4-9754-DE821184FC74},90076.3102416992,1247.42505200237
17629,N-3-2,3.92365924,{26D82CC9-8310-480A-AB07-3629E8E60EB2},170913.913024902,1964.05477508272
17630,N-3-2,0.28137529,{944B4673-1962-4E04-B6A8-4DD07E4A5412},12256.6582641602,584.724779111888
17631,N-3-2,5.61060318,{7CBF8C4C-A247-4640-BD76-9649B6A35BC6},244396.896972656,2486.78611620882
17632,N-3-2,2.12312446,{1EC31B51-D1B3-438A-A3B7-553CC984397D},92482.9314575195,1267.75591263978
17633,N-3-2,5.73709786,{6AF50073-B399-4A09-BFCF-D32FB6606049},249906.982849121,2500.42560432612
17634,N-3-2,2.30369947,{DBE948D0-50CE-4FDE-A33D-FA2B3081B800},100348.747436523,1302.74630112584
17635,N-3-2,2.30466186,{056566D1-A5D4-4F22-BB96-10C510524461},100390.668823242,2198.28953604934
17636,N-3-2,0.92000636,{3DF4EC69-0172-490C-A8A4-C7B34808A605},40075.3165893555,1004.15055565907
17637,MS-2,0.35651595,{240AB7A2-B05D-4B05-9841-9B1B376E28CB},15529.7727050781,498.915026055375
17638,MS-2,0.6776875,{1A890C9D-0358-4BA2-B144-036B59CF1C7F},29519.9492797852,693.862502920721
17639,MS-2,0.88876197,{EF037A6C-E741-414F-82C9-FFF5F6929827},38714.31640625,859.866211929605
17640,MS-2,0.73260547,{B6F613AA-C44E-4A8A-B12A-6C300978B9D4},31912.1668701172,796.238550373484
17641,MS-2,0.64316696,{F48D7976-5B10-424E-AC11-94166CE39A54},28016.2406005859,681.586008504838
17642,MS-2,0.17766283,{D048B63C-CC9D-4EB2-A006-99C3CF9B7CA5},7738.9619140625,409.768622850593
17643,MS-2,3.240426,{B079877C-2CB3-40C1-B17D-57C7B5D3726E},141152.391662598,1779.44649050488
17644,MS-2,0.99083332,{9CC2A83B-F6E3-410B-A26F-7DC845B23383},43160.5267944336,860.227112754474
17645,MS-2,0.61643292,{F3014255-E00E-47FC-AF2E-DBDC116C6F31},26851.7103271484,773.431385721304
17646,MS-2,1.2220957,{5E09EFC1-3C78-4D10-919F-8591E8A04435},53234.2756347656,1004.82227327574
17647,MS-2,0.83144227,{D66236B0-B3DE-4675-9147-5E2C9317220A},36217.4802856445,838.735965460561
17648,MS-2,0.28867263,{9580E69C-E8C4-434D-8267-51B89D89E902},12574.5293579102,574.606752194259
17649,MS-2,2.30491224,{EBE2B677-A55E-4906-AC7F-EF14E8FFC7A1},100401.575317383,1645.69571381516
17650,MS-2,1.41745736,{3067B8EC-6F1B-4F89-89CE-E612C53413CC},61744.1956176758,1122.69329139464
17651,MS-2,0.59341953,{7B138B22-737C-48FD-B572-08F361774A8D},25849.2515258789,747.022744116832
17652,MS-2,0.76658724,{D7BDFDA6-9ADF-4BF7-A60B-DC9EBA642B56},33392.4064331055,996.344253693739
17653,MS-2,0.33731276,{9ECD0C28-7DA3-48E6-B19B-739CD575E551},14693.2849731445,485.041793722957
17654,MS-2,0.33697203,{00DAE0EC-7746-4749-8923-34C17AB23643},14678.4430541992,499.448974460051
17655,MS-2,0.72652974,{4846B4CE-FCD2-43C5-9719-2E26CCC0DADD},31647.508972168,724.895225594361
17656,MS-2,0.82263949,{8E9FAEB2-42F6-460B-809B-67787E15CD24},35834.0329589844,813.326937481521
17657,MS-2,0.79393622,{EB72AC1E-6690-41FE-8B5D-0EAF3076A2A8},34583.7233276367,857.232537530701
17658,MS-2,0.16940433,{B0F58FDA-AF70-4182-B243-0C3DA44170D8},7379.22320556641,358.083496433918
17659,MS-2,0.1793357,{AEBB9D13-B5FC-48B5-9AC8-F2FCF10B9FDA},7811.83166503906,403.127773189484
17660,MS-2,0.70917477,{0FD48D4E-E08B-4F6D-9A2D-D5052D074296},30891.5297851562,761.717116867509
17661,MS-2,0.84390493,{3D45A5C1-5945-44DA-9EE1-E3E6ABB895DE},36760.3518066406,880.594013477464
17662,MS-2,0.78293446,{B78D1EA1-EF3F-49DB-AD63-400495301C1B},34104.4887695312,774.542340210762
17663,MS-2,1.93434329,{D2421731-D95E-43A4-A2AC-0618F084F18D},84259.6564941406,1731.43817535997
17664,MS-2,0.22909066,{3DBA281F-C184-4BA1-968B-18D6C9DA2D98},9979.1494140625,499.167213496306
17665,MS-2,3.27690087,{311ACF94-4B27-41EE-B896-87F756BDFCB1},142741.230712891,1535.11239736282
17666,MS-2,0.17550285,{28173AAA-2775-40CA-85DE-1BBFA6F048B8},7644.87365722656,404.707345236524
17667,MS-2,0.18516562,{21F110E3-C4BD-4EA3-B599-6DC56BB5225E},8065.78234863281,479.901320994978
17668,MS-2,0.33543813,{5F43F8D6-3429-4A20-9A79-A6D103A99C11},14611.6266479492,517.689316630088
17669,MS-2,0.28173714,{65DE793A-EAD3-42F4-8D3E-8E122EE72E4B},12272.4205932617,455.339697209957
17670,MS-2,0.81168079,{67A306A6-7EF3-4B4B-AE41-AD38D100D4D1},35356.673828125,847.031782912956
17671,MS-2,0.98657115,{72A47BA9-4E18-4196-BD4A-16064323C42D},42974.8673095703,976.656133143235
17672,MS-2,1.19216511,{ACC559AD-4431-41FB-806E-5774A743121E},51930.5044555664,1051.80709647577
17673,MS-2,1.15402068,{B29A56FA-DD0A-432D-BE6C-657553F6F1AE},50268.9395141602,1010.82371535677
17674,MS-2,0.82825014,{4FD85438-63CA-450F-864C-53433D8EF0DD},36078.4315795898,764.775023145834
17675,MS-2,0.39682694,{386C1B88-D5DC-42CD-AFA5-8508F7196099},17285.7123413086,535.421741664785
17676,MS-2,1.66275564,{40F581B9-23AB-459C-84FA-1B2F24C5BC0C},72429.3459472656,2028.87138369277
17677,MS-2,0.45895352,{6CAA0F02-8E68-465B-B133-1D1219845A70},19991.9353637695,620.344042298374
17678,MS-2,1.21876129,{1E6B9F5C-6593-45E3-B6FC-D3986CAC222F},53089.0291137695,1044.71538765346
17679,MS-2,0.5297261,{E0E814F6-AE2B-4DB3-B2AF-DF7B58ADF176},23074.7766723633,707.953896475336
17680,MS-2,0.93923073,{FF392C05-1D9D-4237-A759-B1597B655CFC},40912.7266845703,918.987200336634
17681,MS-2,1.12534177,{4E7A2B02-EA47-47AD-A3A5-7F8A149BFCA6},49019.6916503906,1075.22017615509
17682,MS-2,0.19526912,{862EB98B-AF7F-4EBC-8F5D-2C84099C424D},8505.88861083984,415.716974824689
17683,MS-2,1.51845801,{0E6A6BA1-0A6B-4E1E-8225-D2BF578E1D9F},66143.7661743164,1259.62767801985
17684,MS-2,0.30496599,{510C62D6-FB34-406B-8AAE-170F668AD184},13284.2653198242,477.711539989447
17685,MS-2,0.40130179,{970DF71D-C1B7-4631-BDE0-C2F74BD89F6E},17480.635925293,534.993557020842
17686,MS-2,0.94296431,{BA6A43FD-7535-494C-9083-327DF872733B},41075.3610229492,837.427651606241
17687,MS-2,0.08716904,{4EE191D8-D437-42FE-8AE2-F3EB714884A5},3797.06793212891,251.15243455509
17688,MS-2,0.23184146,{4567A1AE-FEA6-40DE-9B01-162FD36A9C8F},10098.9736328125,402.905106714094
17689,MS-2,0.90029555,{EADE56FD-5B37-40A2-AB0E-8FC2F1D46DF6},39216.7173461914,887.155550392411
17690,MS-2,0.59722835,{BFA48309-E04E-424E-AE7D-0BF7763415F9},26015.162902832,674.241937488251
17691,MS-2,0.48370075,{B07898F3-8B17-4AFB-9081-F7CA517B8C55},21069.9205322266,643.760371963793
17692,MS-2,0.09959526,{D7061041-8E61-4EC5-99B9-7BCA4567E219},4338.35217285156,272.494571922505
17693,MS-2,0.22399701,{452828AC-AB1D-40F2-A7DA-542B29FA6EB9},9757.27081298828,405.41880017679
17694,MS-2,0.25657548,{860A1858-65E1-4100-87AB-76FA410C8513},11176.3833007812,424.434454077906
17695,MS-2,0.18880352,{63AA9F55-DE0A-4657-AC58-253FA50C9AD3},8224.24841308594,361.811984362846
17696,MS-2,0.53078241,{2891ED44-8DEE-436F-AE43-920378C11C32},23120.7894287109,636.019793091042
17697,MS-2,1.15677098,{CE14011B-4F6A-4470-8DE3-7D12904BAC94},50388.7423095703,958.723984291397
17698,MS-2,4.22191418,{C8CB953C-0AE9-4B68-A20D-E203D7DAFE92},183905.845703125,2536.36538657118
17699,MS-2,0.84964822,{A2AA6987-C6AC-475A-9DCD-EEE499F09C2C},37010.5284423828,1036.00668820831
17700,MS-2,0.141793,{91B26F0A-7CAB-4627-85E8-F1D667C68DA8},6176.47839355469,349.118185140151
17701,MS-2,5.40222472,{BB205681-02F8-4564-94BC-412A131B7FC8},235319.967407227,3468.9175113149
17702,MS-2,2.25712608,{A289E8CB-3B5C-40A0-8FD6-BF73E3809666},98320.0184936523,1379.61148394095
17703,MS-2,0.307468,{0CDA481A-B0FF-48A9-9467-058EE9B32592},13393.2524414062,485.977340475789
17704,MS-2,0.52333628,{EA0FD0CD-40F2-4B40-9335-D39189CD9A4C},22796.4371337891,691.096497213419
17705,MS-2,1.38834764,{DD0244EB-C86B-4429-8F7C-74AB68676DCD},60476.1817016602,1234.2588512532
17706,MS-2,3.55330607,{0225EE85-1482-4361-A659-D6E2F4F12EE2},154781.393432617,1605.79527894878
17707,MS-2,0.46445102,{FE95243E-17B1-4A8D-B07F-18507D1250E7},20231.4056396484,592.294833814057
17708,MS-2,0.7560245,{3A4D4AFA-F96B-48E3-8921-AA1A3EBAAD32},32932.2955322266,914.19094312087
17709,MS-2,0.16394157,{139BC742-5C41-482B-8B77-F255D59EC8A7},7141.26611328125,386.046024423634
17710,MS-2,3.54076815,{C461A574-52D4-4C28-85B0-8C9FDE1BF640},154235.243591309,1622.87501548056
17711,MS-2,0.7374891,{31114DB9-C7BC-4D3B-B797-B6FB1233325F},32124.8963012695,762.248448885913
17712,MS-2,0.97236649,{6AE18640-F70D-4BDB-96D6-3C42424DBAB4},42356.1146850586,835.908155658172
17713,MS-2,0.31611959,{7100A620-77BD-4376-8EF3-D84DF40D2A22},13770.1140136719,477.904845542276
17714,MS-2,0.34047885,{C9DD01CD-04F9-4526-A212-C99C67F00A15},14831.1994628906,497.678753752972
17715,MS-3,0.82913399,{18D0F791-30AC-4792-B1A2-109ED8C1EAB0},36116.9319458008,789.712737586531
17716,MS-3,1.40723301,{7B0B82B7-4035-42AD-9D0C-F7C96D71BEEF},61298.8248291016,1112.21341608392
17717,MS-3,0.96339322,{4B1CEBA9-A943-40D7-8F14-14FEFBEB0800},41965.2410888672,864.695324413455
17718,MS-3,2.05504013,{94FA2053-D125-45B6-9F35-05D4938F11CC},89517.1900634766,1248.19330890543
17719,MS-3,0.38578033,{B6717936-32E6-4484-A271-2D52AED68B8F},16804.5241088867,555.818857080929
17720,MS-3,0.31669784,{EF7CF048-4246-49DE-B750-F1FBF864B75F},13795.3026123047,550.548939333304
17721,MS-3,0.76140521,{9BF10BDB-2418-488B-AF3C-667E4D73B253},33166.6781616211,758.036222286338
17722,MS-3,5.29577912,{1062314D-102E-4DDE-9C0D-21E761C35CF2},230683.215637207,2303.87316281891
17723,MS-3,0.14302297,{614FE095-E77C-439B-89AF-3CD9F1E788EB},6230.0556640625,349.95427966701
17724,MS-3,0.83515108,{9718F77B-52A0-4D9A-894A-9D0B4518B9E6},36379.0357666016,824.77320552869
17725,MS-3,0.17700988,{97B04EA0-C7FC-43C7-AF49-16873440D6B4},7710.51947021484,405.00256856816
17726,MS-3,0.16252107,{A73E1C23-C27E-45F4-92CC-98E594FD2E6A},7079.38916015625,383.200128183638
17727,MS-3,0.57046956,{2C8D42DC-C7C6-4851-A38E-6265CA307DBC},24849.5545654297,640.151116136138
17728,MS-3,0.48279123,{E9BA3FF3-7E67-474B-B0E8-A2D903B951FA},21030.301940918,679.612922974273
17729,MS-3,34.63738715,{2D9754A1-6E1C-4D3C-A2ED-DC6F68154A5F},1508798.5491333,4937.49060146188
17730,MS-3,3.52461802,{2E594B7E-A726-4660-9555-7403DEDA4CE0},153531.747070312,2185.53801769723
17731,MS-3,0.2298825,{E8A1BE64-E6B5-4735-8D0A-1F33500526C2},10013.6418457031,415.25004373725
17732,MS-3,0.72452036,{08944697-6DAC-47D7-8801-C91029723C3B},31559.9805908203,847.933291327992
17733,MS-3,0.86606342,{474C063E-2394-4A97-B76A-E187C705D87A},37725.5717163086,830.736445424161
17734,MS-3,0.45621471,{A7A097A8-FE70-43AC-9F49-46351FFC2499},19872.6334838867,719.40221836435
17735,MS-3,0.36968257,{4497671F-F313-40BC-B9A6-211185A4FDF7},16103.3084106445,514.545879729477
17736,MS-3,2.68440346,{38667BA1-F4AE-4F06-85B7-D2F7B088BB5B},116932.146850586,1771.45370951073
17737,MS-3,13.44955047,{9B51D2B0-A730-4F95-8C8F-B45547B6B376},585860.074890137,4347.43391144802
17738,MS-3,12.18747059,{2D11FE39-A249-4DA4-AAA7-8EFA721EAC41},530884.095153809,3139.01405338698
17739,MS-3,0.45102194,{CA6F9282-9CF3-4424-A45F-283FEC1ED362},19646.4373168945,553.114182561708
17740,MS-3,0.86976859,{5A9DBAF6-D2E2-4977-9BF8-6610420CAADC},37886.9682006836,787.644542913599
17741,MS-3,9.53891227,{6ABDC766-6C4C-45E2-BAFA-E0D68794E311},415513.356506348,3055.03085814537
17742,MS-3,0.38576327,{14B72194-F56A-4876-A9BF-C67DBC8A13AF},16803.7808227539,516.552455115884
17743,MS-3,4.97719082,{72832D8A-E947-4C5C-9A20-19EFF23C047F},216805.56451416,3085.5191462959
17744,MS-3,0.67315271,{62E2D48E-FB5E-4F3B-82DA-49C305820A29},29322.4146118164,685.841556151387
17745,MS-3,2.88030039,{138978F5-40E1-44A0-A8EC-F33A3BDBF8FC},125465.382751465,1587.42852791379
17746,MS-3,0.72240098,{2162B556-ADE0-4754-A080-43FD53A6B855},31467.660949707,720.378742021325
17747,MS-3,8.04733536,{6B01C3D3-EA85-4574-9E25-17B06B999BFF},350540.526000977,2493.87022891835
17748,MS-3,0.34989875,{D9095F0D-0925-4492-8239-1EE5F42876D7},32796.5826416016,750.270512406464
17749,MS-3,0.41556912,{D3049658-58E8-4548-BD11-CCEB46395C11},18102.1186523438,542.385238608457
17750,MS-3,0.5818305,{54429E89-DCBB-498A-9753-3CF6988FF37C},25344.4351806641,643.096008815396
17751,MS-3,6.56479593,{8598E891-A09B-4DA6-8260-6A802FD12542},285961.366882324,2664.20284314784
17752,MS-3,2.35024467,{A57725D4-38BD-41C8-9C6F-C971BA80CCFA},102376.248352051,1401.23461795278
17753,MS-3,1.62852149,{8E80E005-733A-474F-9B26-5B09027D1EC9},70938.112487793,1121.16659317696
17754,N-2-1,2.21186768,{6146AD42-552D-456D-B35A-D2C6976A0341},96348.5704956055,1561.29398656249
17755,N-2-1,3.96361465,{DD6976CB-0845-4227-8B59-89B6371BDD17},172654.36340332,1768.26320463161
17756,N-2-1,2.20278195,{9EF5FF50-B8EF-409F-908B-BC72116D99FE},95952.7981567383,1620.21318248149
17757,N-2-1,2.81719491,{65741A0F-AFF4-4D83-8A64-76F66A5D91E7},122716.519897461,2093.12630569344
17758,N-2-1,5.29415949,{164645F1-79C1-49B5-A80A-B2E4D0146CCE},230612.664855957,2299.88620316539
17759,N-2-1,1.92203132,{690CD5BF-D905-4307-93BA-7C04242F0232},83723.3489990234,1486.42769922298
17760,N-2-1,1.74922717,{202ED433-7B8B-4025-B349-C256D211F829},76196.030456543,1221.99987753761
17761,N-2-1,1.20250432,{C00F5517-ACBF-4F02-97FD-F5C96F26F107},52380.8782348633,1085.91890984772
17762,N-2-1,2.43277381,{D6747083-B223-4EF8-8FC0-D1C1D3A5AF3C},105971.203369141,1816.33877724749
17763,N-2-1,4.83226523,{61F0A791-F67F-4779-A415-CDBEC2108CCE},210492.631713867,2087.95065364821
17764,N-2-1,4.8877579,{E13BDA88-92AB-45A6-B4E7-F2D5A794DE74},179449.822265625,1877.88068185086
17765,N-2-1,4.12858213,{13A66D26-779D-4169-9EE1-EB74F32A5CCB},179840.31842041,1899.16148155428
17766,N-2-1,3.05387938,{02EDF2AB-334E-463C-9CD8-5BAFA7A239EC},102084.467041016,1313.44303605545
17767,N-2-1,7.26863631,{BCF70EDC-42C3-41B5-9B7C-C453A977981D},280055.928527832,2338.37677510907
17768,N-2-1,4.13320523,{C071963F-DB5E-40A7-A14F-98903F2DB6F3},180041.699401855,3323.06430183926
17769,N-2-1,4.05012758,{1C1E712C-B2AC-48F9-B7D0-C701759C313D},176422.851501465,2259.54398306634
17770,N-2-1,2.60708773,{F1D9122D-635B-48B3-9A48-6E55530D7C80},113564.287475586,1815.98206857463
17771,N-2-1,10.63111777,{64DBBC0C-95A0-4906-81C0-73917B49CE21},447214.005371094,3335.26747727984
17772,N-2-1,9.05672455,{5CF10A01-29AC-4043-AC70-A808B4AA7953},344578.102966309,2676.97561249499
17773,N-2-1,2.05171721,{D025BE6E-098D-477A-94CD-DCB89B5C74E6},89372.4440917969,1743.08139772178
17774,N-2-1,2.25366008,{88BE283F-3567-428F-9AC0-641AE342EB3F},98169.0404663086,1340.25788816712
17775,N-2-1,4.14048955,{01A444F3-C9E8-41BE-B1C0-97FF3B99371C},180359.003662109,2581.33276649187
17776,N-2-1,4.68584654,{3DB41139-55A0-4A40-BBA1-6342B489CEEE},204114.658569336,2915.15359125245
17777,N-2-1,8.56031396,{A6BF28BA-9F5A-4A18-92AD-F420DEE471E7},372885.784301758,2736.99519492012
17778,CX-2,2.04686294,{5887A7E2-D267-47E6-94F0-2B28C3DDDC1E},89160.9927978516,1315.77620034495
17779,CX-2,0.99785587,{13D885A7-4978-4198-9729-B256181F6E10},43466.4280395508,1122.01229676905
17780,CX-2,9.22129691,{4D55FAC5-7BCE-49AF-8ABA-EA916DEC372E},401678.086608887,6326.33257533692
17781,CX-2,1.70701638,{BA44A5C3-D51A-4866-AB59-A4DCA435761C},74357.3360595703,1198.58971113261
17782,CX-2,4.70589295,{205BBFE7-790D-4C4B-8BEC-BF666BF47088},204987.876831055,2333.60527328137
17783,CX-2,0.30661072,{FFB0EA6C-F35D-4598-850B-3CADDCF1B464},13355.9097290039,499.350771815834
17784,CX-2,4.08834751,{C98BDF59-3480-4EC7-9E06-8426D736A542},178087.70513916,2083.9259283305
17785,CX-2,6.34653629,{C99E965C-5563-4D1D-B5A1-8D98BC9CDF3C},276454.015014648,2576.31114466316
17786,CX-2,0.712136,{A6EA6F9E-E5A9-4EB8-A5F4-D52C54C533AF},31020.5200805664,749.367293303741
17787,CX-2,0.63018244,{F2CF386C-2B67-4066-96BB-6133B13A172B},27450.6371459961,653.279214404581
17788,CX-2,0.28282394,{D5AE65F1-4EAC-4EB9-B2EB-44DFF3584E4A},12319.7615966797,524.26934036288
17789,CX-2,1.21505175,{89967CCA-4292-4343-8A75-1764BDB412AC},52927.4425048828,1486.7855665514
17790,CX-2,4.49459756,{6562CF71-0D6F-4CF4-AF26-8AEEEC2445A5},195783.886474609,2416.81067172896
17791,CX-2,3.56161614,{7C466E0A-8F9E-41AE-B7C2-284C57FCA4AB},155143.378173828,1783.23311468471
17792,CX-2,0.99504332,{8C0DEBE2-0935-4F51-B40E-CAF42A89CF52},43343.9137573242,882.197773642703
17793,CX-2,0.42024307,{475BFCFD-61FB-4CA6-AFF9-B38447E2D425},18305.7147827148,797.962827642411
17794,CX-2,0.2245387,{BEDDA09E-4268-4179-95E3-1176F285A0EF},9780.86682128906,604.947609888987
17795,CX-2,0.78505986,{0A099278-E68B-493A-B3AC-F86010FF85AC},34197.0708007812,990.849070189588
17796,CX-2,0.13595185,{1F54A43F-7DF1-4387-8016-3392BC347A4C},5922.03875732422,522.672900040219
17797,CX-2,0.23979437,{0652D3C5-553E-4CDE-B49E-46324C8F2968},10445.4010009766,671.129094719879
17798,CX-2,5.05164088,{04FBBACD-7611-439A-AE5C-8CFBF0F879B1},220048.596801758,2971.4517170659
17799,CX-2,30.31458214,{608D4211-1F45-4944-97ED-34DD8A3554E4},1320497.9161377,4957.94868966729
17800,CX-2,3.15531981,{C2F0EC5C-BEDC-433A-ADD1-CC79247C177B},137445.181030273,3901.34819408006
17801,CX-2,3.29506076,{028AF66E-40A2-4891-B110-A1E2CBE3E8F7},143532.272338867,2342.39605971586
17802,CX-2,1.88705566,{B9166447-D7C9-4C6C-84C1-11D3EFD2D851},82199.8159790039,1470.75214262306
17803,CX-2,0.20882182,{C6560832-5BD5-49BC-B0F5-F7559E5EF584},9096.24224853516,389.647305667437
17804,CX-2,3.97009591,{6D7E7782-63E1-4C03-9126-B44EF9AC0AAA},172936.686035156,2539.71947326556
17805,CX-2,0.990983,{74435F5A-6849-445F-991A-217ABB1BC1DD},43167.0469970703,940.06329731047
17806,CX-2,1.2617424,{0DD24EC5-AFA4-4C7D-B06F-FE826FAB6518},54961.2788085938,983.768026114937
17807,CX-2,2.58541143,{D3115175-BDDC-49A8-83E7-DCC35491CB1C},112620.070922852,1859.94548255982
17808,CX-2,0.16338951,{7845CE81-1B50-4DEB-AE72-9B1692A4A85F},7117.21881103516,342.028286006997
17809,CX-2,0.47354364,{339D95BC-9BCD-4DEA-BF09-C888CE8B6A79},20627.4784545898,578.738386294244
17810,CX-2,1.97108922,{D0A297BD-0C33-44D0-A428-D8EDB2907E47},85860.3029174805,1515.89398180419
17811,MS-1,0.15757126,{25F704C6-2EFE-4372-8DF3-9EE3ED14D428},6863.77673339844,379.25200231097
17812,MS-1,0.17047795,{8CDC2C23-738F-4545-9AF9-5F24C443FD6D},7425.98956298828,397.168578338313
17813,MS-1,0.22510626,{5828786D-BE12-4090-AC01-6124A63562CC},9805.58959960938,425.030580788077
17814,MS-1,0.21603576,{6C8EDFF3-F54B-46D8-9026-1ECD605903B3},9410.47998046875,416.350953716904
17815,MS-1,0.15461447,{460786F1-5B72-46DB-9889-DD97C1E25484},6734.97967529297,352.670888910982
17816,MS-1,0.1986637,{9D3BA642-70DC-48F7-A64B-F500530C44CA},8653.75628662109,378.491632702274
17817,MS-1,0.17592425,{3EB845F9-C243-490E-95A0-BBD6B971B830},7663.22967529297,403.968941434406
17818,MS-1,0.27586155,{3528D39F-28D4-4947-A76C-1DA5425F5CAD},12016.481262207,459.143728410008
17819,MS-1,0.13914412,{F2C319A7-FC69-4896-B9BC-930B4D8F5C7F},6061.09356689453,336.712463333265
17820,MS-1,1.23607177,{FE566BC2-B1DB-44C8-BB0B-F0FD4440FAA8},53843.0709228516,984.889473742634
17821,MS-1,2.01389743,{EB76AA1D-7B85-4D55-8A43-745AA439B7AF},87725.0211181641,1469.3712499794
17822,MS-1,0.88046222,{1242D1B9-633E-44FA-BAD7-D89EABDB6507},38352.7805175781,988.716452910907
17823,MS-1,0.1998802,{2967BEC4-A576-4F6D-9409-0CA3E8EB2868},8706.74652099609,390.744228550882
17824,MS-1,0.49137032,{4DB15151-65D7-4242-8EFA-56736701ED4A},21404.0054931641,618.485006877486
17825,MS-1,0.24365003,{6B0EF18C-8E0A-4629-B67A-8B7B491A345B},10613.3531494141,486.898474206525
17826,MS-1,0.09936711,{03621486-1ED7-4F2C-8850-3892F3324254},4328.41412353516,282.883701223221
17827,MS-1,0.20177676,{255AB839-94A1-42BE-8E7A-A52C9700C434},8789.36053466797,423.620382304071
17828,MS-1,0.87232682,{3732DC76-9FAF-4DA9-8630-6720D0318066},37998.4044799805,789.233026534771
17829,MS-1,0.82058599,{F8583238-677B-47DF-B12D-CDB8D22A31B8},35744.5827636719,970.698371203974
17830,MS-1,0.21342482,{725F416C-1351-4249-AA97-0E9D4699FBC6},9296.74780273438,422.770484688827
17831,MS-1,0.80115642,{C74F6FAA-706C-4F3D-B79D-EB22F0FB5F65},34898.2342529297,798.364635236246
17832,MS-1,0.17029604,{B6434EC2-F6E9-4416-A952-3568C0C8E056},7418.06591796875,368.227630229963
17833,MS-1,0.29680206,{6860EBD2-5ABF-4980-9534-2CDF3D73E07D},12928.6458740234,458.480508414645
17834,MS-1,0.41500881,{AE539812-1403-457F-B7CB-480BAAB99C92},18077.7113647461,539.211393903932
17835,MS-1,0.54738181,{AE6EBFD9-B860-40E0-9E41-C3A1E1E129B2},23843.8565063477,701.11012354452
17836,MS-1,1.16482194,{06EFBB9E-C11F-4A98-9FF7-0CB124BD928A},50739.4407348633,1196.72330219663
17837,MS-1,0.24777756,{05F63E2B-6354-49E2-BD2A-A08BD67D279A},10793.1474609375,416.060494425793
17838,MS-1,0.29545405,{8807361C-C457-4766-B116-23355E8210F0},12869.9270019531,454.791470211262
17839,MS-1,0.34587173,{B741007A-055A-48DD-976D-38120AB36130},15066.1121826172,500.799350158165
17840,MS-1,0.26726357,{EDEE9895-B55F-40E6-BA8E-CA9AD80EA492},11641.9547119141,538.392808246907
17841,MS-1,0.38116643,{658184C0-F042-45D7-85CD-AFEAC4E533F1},16603.5433349609,556.462476422463
17842,MS-1,0.16945826,{7B252A54-3FB7-443C-A3EA-024B422BF449},7381.57238769531,346.956778604084
17843,MS-1,1.13254521,{D49CA8A3-01C1-412C-A726-3D72CAB705F0},49333.4720458984,1119.13786348106
17844,MS-1,0.79171595,{1D8A8AC0-AB64-449E-9812-018BC8BA30DF},34487.0091552734,834.578243974075
17845,MS-1,0.16952027,{66370BB7-6024-40FC-AC59-5181308D257B},7384.27319335938,372.305596666411
17846,MS-1,0.50827147,{691E4F5A-EBA9-4CE9-9683-21FC3B342087},22140.2166748047,609.378721348313
17847,MS-1,6.20363993,{5179D92A-1D52-4E51-90D2-43C96BEA3B82},270229.47442627,2629.64625398264
17848,MS-1,0.69769815,{E9993B2D-9B07-4701-8BDE-52B3E21086EE},43507.313659668,1298.94449067342
17849,MS-1,1.43005102,{AD8149CF-8233-4B0A-8CC2-3FB2AEF1CC26},62292.7733154297,1401.06314784539
17850,MS-1,1.30539804,{1858D223-A0FA-484A-8B4E-449183AEE7E2},56862.911315918,1053.81452831424
17851,MS-1,0.5033186,{B76288CA-DEBD-4353-89A7-C2DDD15864B4},21924.4707641602,696.069157562276
17852,MS-1,0.18292615,{42A76FEE-F3E4-489B-BFB3-6D296FB36348},7968.23095703125,362.754394576363
17853,MS-1,0.25279043,{CD74F6C0-D16B-4B24-BDF2-066D8FB0073E},11011.5070800781,431.077690858054
17854,MS-1,0.26697634,{DACC261F-0448-4A0A-99B1-565B3AF57404},11629.4426879883,515.263355359048
17855,MS-1,0.80267328,{C18F8662-E8E9-4EEB-B597-C289B9B20133},34964.3084106445,864.729771602119
17856,MS-1,0.19921539,{84892659-C63D-4F75-AA19-CA59AD2B6C93},8677.78771972656,379.309777508817
17857,MS-1,2.59147246,{B4DBAD82-1796-400F-9BB3-09570BF89239},112884.088684082,1714.16650807131
17858,MS-1,2.21591363,{6BC33A1A-EEAB-4909-99F6-C066C24F02AC},96524.8117675781,1323.83802985968
17859,MS-1,0.95766183,{106ADC52-EF73-4050-A86B-EC69F003ED2E},41715.5824584961,1113.0920762572
17860,MS-1,2.51011556,{784C8C85-E833-4E47-B1E2-1C92AE4D0828},109340.196166992,1649.43645770067
17861,MS-1,1.7110667,{C655FCB9-0930-4E7F-960D-0BDD477E1649},74533.7672729492,1737.5366466462
17862,MS-1,1.04664506,{43311C63-65C3-4559-980C-58DC97F1FA4A},45591.676574707,1000.82962369419
